icrates_id,deposit_id,location_id,fabric_id,standard_form_id,standard_form_publication_uncertain,standard_form_icrates,deposit_lower_date,deposit_upper_date,fabric,fabric_h1,standard_form,fabric,standard_typo_chronological_lower_date,standard_typo_chronological_upper_date
3727,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3728,1706.0,28.0,46.0,599.0,0,,,,ESA,esa,EAA30,ESA,10.0,50.0
3729,1706.0,28.0,46.0,599.0,0,,,,ESA,esa,EAA30,ESA,10.0,50.0
3730,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3731,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3732,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3733,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3734,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3735,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3736,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3737,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3738,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3739,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3740,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3741,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3742,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3743,1706.0,28.0,46.0,694.0,0,,,,ESA,esa,EAA63,ESA,,
3744,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3745,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3746,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3747,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3748,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3749,1706.0,28.0,46.0,694.0,0,,,,ESA,esa,EAA63,ESA,,
3750,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3751,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3752,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3753,1706.0,28.0,46.0,589.0,0,,,,ESA,esa,EAA28,ESA,-10.0,30.0
3754,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3755,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3756,1706.0,28.0,46.0,612.0,0,,,,ESA,esa,EAA34,ESA,25.0,50.0
3757,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3758,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3759,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3760,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3761,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3762,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3763,1706.0,28.0,46.0,612.0,0,,,,ESA,esa,EAA34,ESA,25.0,50.0
3764,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3765,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3766,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3767,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3768,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3769,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3770,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3771,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3772,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3773,1706.0,28.0,46.0,612.0,0,,,,ESA,esa,EAA34,ESA,25.0,50.0
3774,1706.0,28.0,46.0,623.0,0,,,,ESA,esa,EAA37A,ESA,60.0,100.0
3775,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3776,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3777,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3778,1706.0,28.0,46.0,619.0,0,,,,ESA,esa,EAA36,ESA,60.0,100.0
3779,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3780,1706.0,28.0,46.0,652.0,0,,,,ESA,esa,EAA50,ESA,60.0,100.0
3781,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3782,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3783,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3784,1706.0,28.0,46.0,619.0,0,,,,ESA,esa,EAA36,ESA,60.0,100.0
3785,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3786,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3787,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3788,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3789,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3790,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3791,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3792,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3793,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3794,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3795,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3796,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3797,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3798,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3799,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3800,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3801,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3802,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3803,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3804,1706.0,28.0,46.0,616.0,0,,,,ESA,esa,EAA35,ESA,40.0,70.0
3805,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3806,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3807,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3808,1706.0,28.0,46.0,625.0,0,,,,ESA,esa,EAA37B,ESA,60.0,100.0
3809,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3810,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3811,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3812,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3813,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3814,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3815,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3816,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3817,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3818,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3819,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3820,1706.0,28.0,46.0,625.0,0,,,,ESA,esa,EAA37B,ESA,60.0,100.0
3821,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3822,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3823,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3824,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3825,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3826,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3827,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3828,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3829,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3830,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3831,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3832,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3833,1706.0,28.0,46.0,624.0,0,,,,ESA,esa,EAA37A-B,ESA,60.0,100.0
3834,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3835,1706.0,28.0,46.0,654.0,0,,,,ESA,esa,EAA51,ESA,70.0,120.0
3836,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3837,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3838,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3839,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3840,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3841,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3842,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3843,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3844,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3845,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3846,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3847,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3848,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3849,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3850,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3851,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3852,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3853,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3854,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3855,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3856,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3857,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3858,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3859,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3860,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3861,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3862,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3863,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3864,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3865,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3866,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3867,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3868,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3869,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3870,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3871,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3872,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3873,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3874,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3875,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3876,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3877,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3878,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3879,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3880,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3881,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3882,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3883,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3884,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3885,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3886,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3887,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3888,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3889,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3890,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3891,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3892,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3893,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3894,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3895,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3896,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3897,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3898,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3899,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3900,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3901,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3902,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3903,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3904,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3905,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3906,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3907,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3908,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3909,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3910,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3911,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3912,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3913,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3914,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3915,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3916,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3917,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3918,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3919,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3920,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3921,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3922,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3923,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3924,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3925,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3926,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3927,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3928,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3929,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3930,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3931,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3932,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3933,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3934,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3935,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3936,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3937,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3938,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3939,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3940,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3941,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3942,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3943,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3944,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3945,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3946,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3947,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3948,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3949,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3950,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3951,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3952,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3953,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3954,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3955,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3956,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3957,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3958,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3959,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3960,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3961,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3962,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3963,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3964,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3965,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3966,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3967,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3968,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3969,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3970,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3971,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3972,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3973,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3974,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3975,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3976,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3977,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3978,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3979,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3980,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3981,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3982,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3983,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3984,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3985,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3986,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3987,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3988,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3989,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3990,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3991,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3992,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3993,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3994,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3995,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3996,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3997,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
3998,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
3999,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4000,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4001,1706.0,28.0,46.0,569.0,0,,,,ESA,esa,EAA22A,ESA,-125.0,10.0
4002,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4003,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4004,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4005,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4006,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
4007,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4008,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4009,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4010,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4011,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
4012,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4013,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4014,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4015,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4016,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4017,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4018,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
4019,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4020,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4021,1706.0,28.0,46.0,572.0,0,,,,ESA,esa,EAA23,ESA,-100.0,-50.0
4022,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4023,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4024,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4025,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4026,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4027,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4028,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4029,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4030,1706.0,28.0,46.0,570.0,0,,,,ESA,esa,EAA22A-B,ESA,-125.0,10.0
4031,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4032,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
4033,1706.0,28.0,46.0,505.0,0,,,,ESA,esa,EAA,ESA,,
